result_id,lot_id,test_id,measured_value,units,analyst_id,tested_date
RES008261,L03-0536,T01,9395.22,ppm,AN10,2024-01-29
RES008262,L03-0536,T02,7.1317,pH units,AN10,2024-01-29
RES008263,L03-0536,T03,130.8542,cP,AN10,2024-01-29
RES008264,L03-0536,T04,0.0,particles/mL,AN10,2024-01-29
RES008265,L03-0536,T05,7.24,CFU/mL,AN10,2024-01-29
RES008266,L03-0537,T01,10516.31,ppm,AN12,2024-01-28
RES008267,L03-0537,T02,6.7204,pH units,AN12,2024-01-28
RES008268,L03-0537,T03,112.8308,cP,AN12,2024-01-28
RES008269,L03-0537,T04,38.33,particles/mL,AN12,2024-01-28
RES008270,L03-0537,T05,4.59,CFU/mL,AN12,2024-01-28
RES008271,L03-0538,T01,9641.98,ppm,AN01,2024-01-29
RES008272,L03-0538,T02,6.8479,pH units,AN01,2024-01-29
RES008273,L03-0538,T03,124.9006,cP,AN01,2024-01-29
RES008274,L03-0538,T04,42.78,particles/mL,AN01,2024-01-29
RES008275,L03-0538,T05,7.41,CFU/mL,AN01,2024-01-29
RES008276,L03-0539,T01,9268.96,ppm,AN07,2024-01-29
RES008277,L03-0539,T02,6.8641,pH units,AN07,2024-01-29
RES008278,L03-0539,T03,110.8926,cP,AN07,2024-01-29
RES008279,L03-0539,T04,45.22,particles/mL,AN07,2024-01-29
RES008280,L03-0539,T05,7.63,CFU/mL,AN07,2024-01-29
RES008281,L03-0540,T01,10177.79,ppm,AN12,2024-01-28
RES008282,L03-0540,T02,7.1775,pH units,AN12,2024-01-28
RES008283,L03-0540,T03,118.5407,cP,AN12,2024-01-28
RES008284,L03-0540,T04,42.56,particles/mL,AN12,2024-01-28
RES008285,L03-0540,T05,5.81,CFU/mL,AN12,2024-01-28
RES008286,L03-0541,T01,9041.15,ppm,AN04,2024-01-27
RES008287,L03-0541,T02,7.0941,pH units,AN04,2024-01-27
RES008288,L03-0541,T03,121.8394,cP,AN04,2024-01-27
RES008289,L03-0541,T04,18.39,particles/mL,AN04,2024-01-27
RES008290,L03-0541,T05,6.06,CFU/mL,AN04,2024-01-27
RES008291,L03-0542,T01,9001.87,ppm,AN13,2024-01-27
RES008292,L03-0542,T02,6.6437,pH units,AN13,2024-01-27
RES008293,L03-0542,T03,114.3339,cP,AN13,2024-01-27
RES008294,L03-0542,T04,59.13,particles/mL,AN13,2024-01-27
RES008295,L03-0542,T05,4.38,CFU/mL,AN13,2024-01-27
RES008296,L03-0543,T01,10404.92,ppm,AN06,2024-01-28
RES008297,L03-0543,T02,6.952,pH units,AN06,2024-01-28
RES008298,L03-0543,T03,121.2621,cP,AN06,2024-01-28
RES008299,L03-0543,T04,43.28,particles/mL,AN06,2024-01-28
RES008300,L03-0543,T05,5.6,CFU/mL,AN06,2024-01-28
RES008301,L03-0544,T01,9690.35,ppm,AN15,2024-01-28
RES008302,L03-0544,T02,6.8037,pH units,AN15,2024-01-28
RES008303,L03-0544,T03,101.1211,cP,AN15,2024-01-28
RES008304,L03-0544,T04,69.42,particles/mL,AN15,2024-01-28
RES008305,L03-0544,T05,2.33,CFU/mL,AN15,2024-01-28
RES008306,L03-0545,T01,9520.62,ppm,AN14,2024-01-27
RES008307,L03-0545,T02,7.0023,pH units,AN14,2024-01-27
RES008308,L03-0545,T03,114.6112,cP,AN14,2024-01-27
RES008309,L03-0545,T04,16.71,particles/mL,AN14,2024-01-27
RES008310,L03-0545,T05,9.35,CFU/mL,AN14,2024-01-27
RES008311,L03-0546,T01,9615.22,ppm,AN07,2024-01-29
RES008312,L03-0546,T02,6.8767,pH units,AN07,2024-01-29
RES008313,L03-0546,T03,117.5497,cP,AN07,2024-01-29
RES008314,L03-0546,T04,60.87,particles/mL,AN07,2024-01-29
RES008315,L03-0546,T05,3.4,CFU/mL,AN07,2024-01-29
RES008316,L03-0547,T01,10735.68,ppm,AN06,2024-01-26
RES008317,L03-0547,T02,6.9388,pH units,AN06,2024-01-26
RES008318,L03-0547,T03,124.5528,cP,AN06,2024-01-26
RES008319,L03-0547,T04,55.62,particles/mL,AN06,2024-01-26
RES008320,L03-0547,T05,4.83,CFU/mL,AN06,2024-01-26
RES008321,L03-0548,T01,10096.99,ppm,AN02,2024-01-28
RES008322,L03-0548,T02,7.2429,pH units,AN02,2024-01-28
RES008323,L03-0548,T03,108.9333,cP,AN02,2024-01-28
RES008324,L03-0548,T04,63.46,particles/mL,AN02,2024-01-28
RES008325,L03-0548,T05,1.81,CFU/mL,AN02,2024-01-28
RES008326,L03-0549,T01,10618.62,ppm,AN06,2024-01-27
RES008327,L03-0549,T02,6.9663,pH units,AN06,2024-01-27
RES008328,L03-0549,T03,128.8169,cP,AN06,2024-01-27
RES008329,L03-0549,T04,36.89,particles/mL,AN06,2024-01-27
RES008330,L03-0549,T05,9.9,CFU/mL,AN06,2024-01-27
RES008331,L03-0550,T01,10013.63,ppm,AN03,2024-01-27
RES008332,L03-0550,T02,6.8793,pH units,AN03,2024-01-27
RES008333,L03-0550,T03,150.7335,cP,AN03,2024-01-27
RES008334,L03-0550,T04,24.2,particles/mL,AN03,2024-01-27
RES008335,L03-0550,T05,7.78,CFU/mL,AN03,2024-01-27
RES008336,L03-0551,T01,10376.67,ppm,AN08,2024-01-29
RES008337,L03-0551,T02,6.8984,pH units,AN08,2024-01-29
RES008338,L03-0551,T03,138.7314,cP,AN08,2024-01-29
RES008339,L03-0551,T04,29.29,particles/mL,AN08,2024-01-29
RES008340,L03-0551,T05,5.23,CFU/mL,AN08,2024-01-29
RES008341,L03-0552,T01,9439.81,ppm,AN05,2024-01-27
RES008342,L03-0552,T02,6.8789,pH units,AN05,2024-01-27
RES008343,L03-0552,T03,112.0285,cP,AN05,2024-01-27
RES008344,L03-0552,T04,7.44,particles/mL,AN05,2024-01-27
RES008345,L03-0552,T05,7.44,CFU/mL,AN05,2024-01-27
RES008346,L01-0657,T01,1.0018,%,AN01,2024-01-29
RES008347,L01-0657,T02,6.8808,pH units,AN01,2024-01-29
RES008348,L01-0657,T03,120.7018,cP,AN01,2024-01-29
RES008349,L01-0657,T04,33.78,particles/mL,AN01,2024-01-29
RES008350,L01-0657,T05,1.87,CFU/mL,AN01,2024-01-29
RES008351,L01-0658,T01,1.0402,%,AN13,2024-01-29
RES008352,L01-0658,T02,7.3694,pH units,AN13,2024-01-29
RES008353,L01-0658,T03,131.3687,cP,AN13,2024-01-29
RES008354,L01-0658,T04,59.52,particles/mL,AN13,2024-01-29
RES008355,L01-0658,T05,4.07,CFU/mL,AN13,2024-01-29
RES008356,L01-0659,T01,0.8738,%,AN06,2024-01-30
RES008357,L01-0659,T02,7.1141,pH units,AN06,2024-01-30
RES008358,L01-0659,T03,126.1615,cP,AN06,2024-01-30
RES008359,L01-0659,T04,34.09,particles/mL,AN06,2024-01-30
RES008360,L01-0659,T05,8.03,CFU/mL,AN06,2024-01-30
RES008361,L01-0660,T01,0.8441,%,AN05,2024-01-28
RES008362,L01-0660,T02,6.9475,pH units,AN05,2024-01-28
RES008363,L01-0660,T03,94.7818,cP,AN05,2024-01-28
RES008364,L01-0660,T04,40.85,particles/mL,AN05,2024-01-28
RES008365,L01-0660,T05,5.67,CFU/mL,AN05,2024-01-28
RES008366,L01-0661,T01,0.9143,%,AN04,2024-01-30
RES008367,L01-0661,T02,7.0617,pH units,AN04,2024-01-30
RES008368,L01-0661,T03,132.2623,cP,AN04,2024-01-30
RES008369,L01-0661,T04,56.58,particles/mL,AN04,2024-01-30
RES008370,L01-0661,T05,7.13,CFU/mL,AN04,2024-01-30
RES008371,L01-0662,T01,1.041,%,AN12,2024-01-30
RES008372,L01-0662,T02,6.925,pH units,AN12,2024-01-30
RES008373,L01-0662,T03,109.9704,cP,AN12,2024-01-30
RES008374,L01-0662,T04,90.75,particles/mL,AN12,2024-01-30
RES008375,L01-0662,T05,0.0,CFU/mL,AN12,2024-01-30
RES008376,L01-0663,T01,1.0407,%,AN15,2024-01-28
RES008377,L01-0663,T02,6.9534,pH units,AN15,2024-01-28
RES008378,L01-0663,T03,106.7911,cP,AN15,2024-01-28
RES008379,L01-0663,T04,27.7,particles/mL,AN15,2024-01-28
RES008380,L01-0663,T05,5.8,CFU/mL,AN15,2024-01-28
RES008381,L01-0664,T01,0.9646,%,AN09,2024-01-29
RES008382,L01-0664,T02,7.1434,pH units,AN09,2024-01-29
RES008383,L01-0664,T03,123.2488,cP,AN09,2024-01-29
RES008384,L01-0664,T04,38.87,particles/mL,AN09,2024-01-29
RES008385,L01-0664,T05,1.12,CFU/mL,AN09,2024-01-29
RES008386,L01-0665,T01,1.0934,%,AN06,2024-01-29
RES008387,L01-0665,T02,7.3078,pH units,AN06,2024-01-29
RES008388,L01-0665,T03,128.8454,cP,AN06,2024-01-29
RES008389,L01-0665,T04,26.64,particles/mL,AN06,2024-01-29
RES008390,L01-0665,T05,0.0,CFU/mL,AN06,2024-01-29
RES008391,L01-0666,T01,0.9556,%,AN06,2024-01-28
RES008392,L01-0666,T02,7.0267,pH units,AN06,2024-01-28
RES008393,L01-0666,T03,123.3422,cP,AN06,2024-01-28
RES008394,L01-0666,T04,33.25,particles/mL,AN06,2024-01-28
RES008395,L01-0666,T05,9.07,CFU/mL,AN06,2024-01-28
RES008396,L01-0667,T01,1.0206,%,AN10,2024-01-28
RES008397,L01-0667,T02,7.3739,pH units,AN10,2024-01-28
RES008398,L01-0667,T03,110.1066,cP,AN10,2024-01-28
RES008399,L01-0667,T04,18.11,particles/mL,AN10,2024-01-28
RES008400,L01-0667,T05,3.62,CFU/mL,AN10,2024-01-28
RES008401,L01-0668,T01,0.9635,%,AN08,2024-01-29
RES008402,L01-0668,T02,7.281,pH units,AN08,2024-01-29
RES008403,L01-0668,T03,118.5018,cP,AN08,2024-01-29
RES008404,L01-0668,T04,29.53,particles/mL,AN08,2024-01-29
RES008405,L01-0668,T05,5.73,CFU/mL,AN08,2024-01-29
RES008406,L01-0669,T01,1.0961,%,AN15,2024-01-28
RES008407,L01-0669,T02,6.8215,pH units,AN15,2024-01-28
RES008408,L01-0669,T03,127.3996,cP,AN15,2024-01-28
RES008409,L01-0669,T04,39.12,particles/mL,AN15,2024-01-28
RES008410,L01-0669,T05,2.8,CFU/mL,AN15,2024-01-28
RES008411,L01-0670,T01,1.1079,%,AN06,2024-01-27
RES008412,L01-0670,T02,6.8233,pH units,AN06,2024-01-27
RES008413,L01-0670,T03,135.2211,cP,AN06,2024-01-27
RES008414,L01-0670,T04,62.06,particles/mL,AN06,2024-01-27
RES008415,L01-0670,T05,4.18,CFU/mL,AN06,2024-01-27
RES008416,L01-0671,T01,0.9686,%,AN11,2024-01-28
RES008417,L01-0671,T02,6.8812,pH units,AN11,2024-01-28
RES008418,L01-0671,T03,108.7263,cP,AN11,2024-01-28
RES008419,L01-0671,T04,14.15,particles/mL,AN11,2024-01-28
RES008420,L01-0671,T05,5.79,CFU/mL,AN11,2024-01-28
RES008421,L01-0672,T01,0.9424,%,AN13,2024-01-30
RES008422,L01-0672,T02,6.9417,pH units,AN13,2024-01-30
RES008423,L01-0672,T03,107.7417,cP,AN13,2024-01-30
RES008424,L01-0672,T04,72.14,particles/mL,AN13,2024-01-30
RES008425,L01-0672,T05,10.44,CFU/mL,AN13,2024-01-30
RES008426,L01-0673,T01,1.0699,%,AN01,2024-01-28
RES008427,L01-0673,T02,6.973,pH units,AN01,2024-01-28
RES008428,L01-0673,T03,95.9467,cP,AN01,2024-01-28
RES008429,L01-0673,T04,33.2,particles/mL,AN01,2024-01-28
RES008430,L01-0673,T05,7.64,CFU/mL,AN01,2024-01-28
RES008431,L01-0674,T01,0.9893,%,AN04,2024-01-30
RES008432,L01-0674,T02,7.281,pH units,AN04,2024-01-30
RES008433,L01-0674,T03,135.0069,cP,AN04,2024-01-30
RES008434,L01-0674,T04,38.36,particles/mL,AN04,2024-01-30
RES008435,L01-0674,T05,0.0,CFU/mL,AN04,2024-01-30
RES008436,L01-0675,T01,1.0422,%,AN11,2024-01-29
RES008437,L01-0675,T02,7.0489,pH units,AN11,2024-01-29
RES008438,L01-0675,T03,107.6968,cP,AN11,2024-01-29
RES008439,L01-0675,T04,66.74,particles/mL,AN11,2024-01-29
RES008440,L01-0675,T05,2.09,CFU/mL,AN11,2024-01-29
RES008441,L01-0676,T01,0.9743,%,AN09,2024-01-27
RES008442,L01-0676,T02,7.2099,pH units,AN09,2024-01-27
RES008443,L01-0676,T03,131.1413,cP,AN09,2024-01-27
RES008444,L01-0676,T04,45.65,particles/mL,AN09,2024-01-27
RES008445,L01-0676,T05,5.44,CFU/mL,AN09,2024-01-27
RES008446,L01-0677,T01,0.8762,%,AN06,2024-01-30
RES008447,L01-0677,T02,7.2193,pH units,AN06,2024-01-30
RES008448,L01-0677,T03,117.9928,cP,AN06,2024-01-30
RES008449,L01-0677,T04,63.1,particles/mL,AN06,2024-01-30
RES008450,L01-0677,T05,1.67,CFU/mL,AN06,2024-01-30
RES008451,L01-0678,T01,1.0423,%,AN15,2024-01-28
RES008452,L01-0678,T02,6.9831,pH units,AN15,2024-01-28
RES008453,L01-0678,T03,127.8939,cP,AN15,2024-01-28
RES008454,L01-0678,T04,66.6,particles/mL,AN15,2024-01-28
RES008455,L01-0678,T05,0.36,CFU/mL,AN15,2024-01-28
RES008456,L01-0679,T01,1.071,%,AN04,2024-01-28
RES008457,L01-0679,T02,6.975,pH units,AN04,2024-01-28
RES008458,L01-0679,T03,125.2074,cP,AN04,2024-01-28
RES008459,L01-0679,T04,23.36,particles/mL,AN04,2024-01-28
RES008460,L01-0679,T05,4.0,CFU/mL,AN04,2024-01-28
RES008461,L01-0680,T01,0.8652,%,AN07,2024-01-28
RES008462,L01-0680,T02,7.119,pH units,AN07,2024-01-28
RES008463,L01-0680,T03,113.2014,cP,AN07,2024-01-28
RES008464,L01-0680,T04,34.52,particles/mL,AN07,2024-01-28
RES008465,L01-0680,T05,2.87,CFU/mL,AN07,2024-01-28
RES008466,L01-0681,T01,0.8894,%,AN01,2024-01-29
RES008467,L01-0681,T02,7.1869,pH units,AN01,2024-01-29
RES008468,L01-0681,T03,117.0611,cP,AN01,2024-01-29
RES008469,L01-0681,T04,0.0,particles/mL,AN01,2024-01-29
RES008470,L01-0681,T05,10.26,CFU/mL,AN01,2024-01-29
RES008471,L02-0462,T01,0.9835,%,AN12,2024-01-29
RES008472,L02-0462,T02,6.7962,pH units,AN12,2024-01-29
RES008473,L02-0462,T03,116.3333,cP,AN12,2024-01-29
RES008474,L02-0462,T04,0.0,particles/mL,AN12,2024-01-29
RES008475,L02-0462,T05,7.35,CFU/mL,AN12,2024-01-29
RES008476,L02-0463,T01,1.0881,%,AN15,2024-01-29
RES008477,L02-0463,T02,6.9811,pH units,AN15,2024-01-29
RES008478,L02-0463,T03,121.2536,cP,AN15,2024-01-29
RES008479,L02-0463,T04,41.83,particles/mL,AN15,2024-01-29
RES008480,L02-0463,T05,6.82,CFU/mL,AN15,2024-01-29
RES008481,L02-0464,T01,0.9432,%,AN07,2024-01-27
RES008482,L02-0464,T02,7.3021,pH units,AN07,2024-01-27
RES008483,L02-0464,T03,121.3182,cP,AN07,2024-01-27
RES008484,L02-0464,T04,53.09,particles/mL,AN07,2024-01-27
RES008485,L02-0464,T05,0.91,CFU/mL,AN07,2024-01-27
RES008486,L02-0465,T01,0.9875,%,AN03,2024-01-28
RES008487,L02-0465,T02,6.9859,pH units,AN03,2024-01-28
RES008488,L02-0465,T03,121.8747,cP,AN03,2024-01-28
RES008489,L02-0465,T04,56.33,particles/mL,AN03,2024-01-28
RES008490,L02-0465,T05,3.93,CFU/mL,AN03,2024-01-28
RES008491,L02-0466,T01,0.8844,%,AN05,2024-01-29
RES008492,L02-0466,T02,7.0031,pH units,AN05,2024-01-29
RES008493,L02-0466,T03,118.4264,cP,AN05,2024-01-29
RES008494,L02-0466,T04,49.49,particles/mL,AN05,2024-01-29
RES008495,L02-0466,T05,11.2,CFU/mL,AN05,2024-01-29
RES008496,L02-0467,T01,1.0208,%,AN13,2024-01-28
RES008497,L02-0467,T02,6.9778,pH units,AN13,2024-01-28
RES008498,L02-0467,T03,124.4581,cP,AN13,2024-01-28
RES008499,L02-0467,T04,45.73,particles/mL,AN13,2024-01-28
RES008500,L02-0467,T05,6.95,CFU/mL,AN13,2024-01-28
RES008501,L02-0468,T01,0.8371,%,AN13,2024-01-27
RES008502,L02-0468,T02,6.7943,pH units,AN13,2024-01-27
RES008503,L02-0468,T03,134.5309,cP,AN13,2024-01-27
RES008504,L02-0468,T04,60.72,particles/mL,AN13,2024-01-27
RES008505,L02-0468,T05,0.0,CFU/mL,AN13,2024-01-27
RES008506,L02-0469,T01,0.9428,%,AN09,2024-01-29
RES008507,L02-0469,T02,6.903,pH units,AN09,2024-01-29
RES008508,L02-0469,T03,129.6304,cP,AN09,2024-01-29
RES008509,L02-0469,T04,71.35,particles/mL,AN09,2024-01-29
RES008510,L02-0469,T05,6.77,CFU/mL,AN09,2024-01-29
RES008511,L02-0470,T01,0.8981,%,AN08,2024-01-28
RES008512,L02-0470,T02,7.1131,pH units,AN08,2024-01-28
RES008513,L02-0470,T03,112.5625,cP,AN08,2024-01-28
RES008514,L02-0470,T04,47.31,particles/mL,AN08,2024-01-28
RES008515,L02-0470,T05,8.66,CFU/mL,AN08,2024-01-28
RES008516,L02-0471,T01,0.9784,%,AN08,2024-01-29
RES008517,L02-0471,T02,7.1427,pH units,AN08,2024-01-29
RES008518,L02-0471,T03,113.3773,cP,AN08,2024-01-29
RES008519,L02-0471,T04,89.32,particles/mL,AN08,2024-01-29
RES008520,L02-0471,T05,12.11,CFU/mL,AN08,2024-01-29
RES008521,L02-0472,T01,0.9642,%,AN04,2024-01-29
RES008522,L02-0472,T02,6.75,pH units,AN04,2024-01-29
RES008523,L02-0472,T03,106.4161,cP,AN04,2024-01-29
RES008524,L02-0472,T04,20.61,particles/mL,AN04,2024-01-29
RES008525,L02-0472,T05,6.58,CFU/mL,AN04,2024-01-29
RES008526,L02-0473,T01,1.0796,%,AN15,2024-01-28
RES008527,L02-0473,T02,7.082,pH units,AN15,2024-01-28
RES008528,L02-0473,T03,111.2797,cP,AN15,2024-01-28
RES008529,L02-0473,T04,4.34,particles/mL,AN15,2024-01-28
RES008530,L02-0473,T05,3.74,CFU/mL,AN15,2024-01-28
RES008531,L03-0553,T01,9694.86,ppm,AN08,2024-01-28
RES008532,L03-0553,T02,7.1233,pH units,AN08,2024-01-28
RES008533,L03-0553,T03,107.9,cP,AN08,2024-01-28
RES008534,L03-0553,T04,42.11,particles/mL,AN08,2024-01-28
RES008535,L03-0553,T05,7.43,CFU/mL,AN08,2024-01-28
RES008536,L03-0554,T01,9050.35,ppm,AN06,2024-01-28
RES008537,L03-0554,T02,6.9822,pH units,AN06,2024-01-28
RES008538,L03-0554,T03,112.1042,cP,AN06,2024-01-28
RES008539,L03-0554,T04,69.56,particles/mL,AN06,2024-01-28
RES008540,L03-0554,T05,6.29,CFU/mL,AN06,2024-01-28
RES008541,L03-0555,T01,9075.24,ppm,AN01,2024-01-29
RES008542,L03-0555,T02,6.9907,pH units,AN01,2024-01-29
RES008543,L03-0555,T03,115.432,cP,AN01,2024-01-29
RES008544,L03-0555,T04,21.93,particles/mL,AN01,2024-01-29
RES008545,L03-0555,T05,6.65,CFU/mL,AN01,2024-01-29
RES008546,L03-0556,T01,9943.82,ppm,AN13,2024-01-29
RES008547,L03-0556,T02,7.1693,pH units,AN13,2024-01-29
RES008548,L03-0556,T03,121.9084,cP,AN13,2024-01-29
RES008549,L03-0556,T04,98.21,particles/mL,AN13,2024-01-29
RES008550,L03-0556,T05,8.58,CFU/mL,AN13,2024-01-29
RES008551,L03-0557,T01,9433.54,ppm,AN06,2024-01-28
RES008552,L03-0557,T02,6.7603,pH units,AN06,2024-01-28
RES008553,L03-0557,T03,121.5511,cP,AN06,2024-01-28
RES008554,L03-0557,T04,22.47,particles/mL,AN06,2024-01-28
RES008555,L03-0557,T05,3.34,CFU/mL,AN06,2024-01-28
RES008556,L03-0558,T01,9983.35,ppm,AN11,2024-01-29
RES008557,L03-0558,T02,6.6263,pH units,AN11,2024-01-29
RES008558,L03-0558,T03,151.5433,cP,AN11,2024-01-29
RES008559,L03-0558,T04,83.87,particles/mL,AN11,2024-01-29
RES008560,L03-0558,T05,5.64,CFU/mL,AN11,2024-01-29
RES008561,L03-0559,T01,10064.66,ppm,AN04,2024-01-28
RES008562,L03-0559,T02,7.2428,pH units,AN04,2024-01-28
RES008563,L03-0559,T03,126.1519,cP,AN04,2024-01-28
RES008564,L03-0559,T04,63.45,particles/mL,AN04,2024-01-28
RES008565,L03-0559,T05,5.29,CFU/mL,AN04,2024-01-28
RES008566,L03-0560,T01,11192.67,ppm,AN15,2024-01-29
RES008567,L03-0560,T02,6.9044,pH units,AN15,2024-01-29
RES008568,L03-0560,T03,135.4096,cP,AN15,2024-01-29
RES008569,L03-0560,T04,72.67,particles/mL,AN15,2024-01-29
RES008570,L03-0560,T05,1.8,CFU/mL,AN15,2024-01-29
RES008571,L03-0561,T01,9941.51,ppm,AN10,2024-01-29
RES008572,L03-0561,T02,7.1819,pH units,AN10,2024-01-29
RES008573,L03-0561,T03,122.3755,cP,AN10,2024-01-29
RES008574,L03-0561,T04,53.29,particles/mL,AN10,2024-01-29
RES008575,L03-0561,T05,4.28,CFU/mL,AN10,2024-01-29
RES008576,L03-0562,T01,10318.25,ppm,AN13,2024-01-29
RES008577,L03-0562,T02,6.8295,pH units,AN13,2024-01-29
RES008578,L03-0562,T03,117.7438,cP,AN13,2024-01-29
RES008579,L03-0562,T04,75.44,particles/mL,AN13,2024-01-29
RES008580,L03-0562,T05,7.11,CFU/mL,AN13,2024-01-29
RES008581,L03-0563,T01,9678.06,ppm,AN05,2024-01-27
RES008582,L03-0563,T02,7.2924,pH units,AN05,2024-01-27
RES008583,L03-0563,T03,123.7645,cP,AN05,2024-01-27
RES008584,L03-0563,T04,61.19,particles/mL,AN05,2024-01-27
RES008585,L03-0563,T05,4.59,CFU/mL,AN05,2024-01-27
RES008586,L03-0564,T01,8985.93,ppm,AN01,2024-01-29
RES008587,L03-0564,T02,7.0097,pH units,AN01,2024-01-29
RES008588,L03-0564,T03,121.8442,cP,AN01,2024-01-29
RES008589,L03-0564,T04,44.24,particles/mL,AN01,2024-01-29
RES008590,L03-0564,T05,5.68,CFU/mL,AN01,2024-01-29
RES008591,L03-0565,T01,9853.02,ppm,AN03,2024-01-29
RES008592,L03-0565,T02,7.1916,pH units,AN03,2024-01-29
RES008593,L03-0565,T03,119.8873,cP,AN03,2024-01-29
RES008594,L03-0565,T04,58.92,particles/mL,AN03,2024-01-29
RES008595,L03-0565,T05,2.01,CFU/mL,AN03,2024-01-29
RES008596,L03-0566,T01,11007.28,ppm,AN08,2024-01-29
RES008597,L03-0566,T02,6.9806,pH units,AN08,2024-01-29
RES008598,L03-0566,T03,122.8404,cP,AN08,2024-01-29
RES008599,L03-0566,T04,33.6,particles/mL,AN08,2024-01-29
RES008600,L03-0566,T05,0.41,CFU/mL,AN08,2024-01-29
RES008601,L03-0567,T01,10778.68,ppm,AN02,2024-01-30
RES008602,L03-0567,T02,6.9944,pH units,AN02,2024-01-30
RES008603,L03-0567,T03,114.6108,cP,AN02,2024-01-30
RES008604,L03-0567,T04,37.57,particles/mL,AN02,2024-01-30
RES008605,L03-0567,T05,1.09,CFU/mL,AN02,2024-01-30
RES008606,L03-0568,T01,10234.17,ppm,AN13,2024-01-30
RES008607,L03-0568,T02,6.9065,pH units,AN13,2024-01-30
RES008608,L03-0568,T03,127.7016,cP,AN13,2024-01-30
RES008609,L03-0568,T04,70.63,particles/mL,AN13,2024-01-30
RES008610,L03-0568,T05,3.31,CFU/mL,AN13,2024-01-30
RES008611,L03-0569,T01,9524.63,ppm,AN04,2024-01-29
RES008612,L03-0569,T02,7.1974,pH units,AN04,2024-01-29
RES008613,L03-0569,T03,122.7341,cP,AN04,2024-01-29
RES008614,L03-0569,T04,59.59,particles/mL,AN04,2024-01-29
RES008615,L03-0569,T05,0.0,CFU/mL,AN04,2024-01-29
RES008616,L03-0570,T01,9466.86,ppm,AN12,2024-01-27
RES008617,L03-0570,T02,6.7149,pH units,AN12,2024-01-27
RES008618,L03-0570,T03,117.6931,cP,AN12,2024-01-27
RES008619,L03-0570,T04,30.98,particles/mL,AN12,2024-01-27
RES008620,L03-0570,T05,2.98,CFU/mL,AN12,2024-01-27
RES008621,L03-0571,T01,10491.72,ppm,AN02,2024-01-29
RES008622,L03-0571,T02,6.8835,pH units,AN02,2024-01-29
RES008623,L03-0571,T03,113.3523,cP,AN02,2024-01-29
RES008624,L03-0571,T04,11.2,particles/mL,AN02,2024-01-29
RES008625,L03-0571,T05,2.97,CFU/mL,AN02,2024-01-29
RES008626,L03-0572,T01,10053.34,ppm,AN11,2024-01-28
RES008627,L03-0572,T02,7.1204,pH units,AN11,2024-01-28
RES008628,L03-0572,T03,120.2457,cP,AN11,2024-01-28
RES008629,L03-0572,T04,0.0,particles/mL,AN11,2024-01-28
RES008630,L03-0572,T05,0.59,CFU/mL,AN11,2024-01-28
RES008631,L03-0573,T01,9566.5,ppm,AN02,2024-01-29
RES008632,L03-0573,T02,7.008,pH units,AN02,2024-01-29
RES008633,L03-0573,T03,110.0774,cP,AN02,2024-01-29
RES008634,L03-0573,T04,44.22,particles/mL,AN02,2024-01-29
RES008635,L03-0573,T05,4.89,CFU/mL,AN02,2024-01-29
RES008636,L03-0574,T01,9927.84,ppm,AN12,2024-01-27
RES008637,L03-0574,T02,6.942,pH units,AN12,2024-01-27
RES008638,L03-0574,T03,112.8008,cP,AN12,2024-01-27
RES008639,L03-0574,T04,60.71,particles/mL,AN12,2024-01-27
RES008640,L03-0574,T05,6.82,CFU/mL,AN12,2024-01-27
RES008641,L03-0575,T01,10519.69,ppm,AN06,2024-01-30
RES008642,L03-0575,T02,6.8757,pH units,AN06,2024-01-30
RES008643,L03-0575,T03,107.4203,cP,AN06,2024-01-30
RES008644,L03-0575,T04,45.6,particles/mL,AN06,2024-01-30
RES008645,L03-0575,T05,8.51,CFU/mL,AN06,2024-01-30
RES008646,L03-0576,T01,10513.8,ppm,AN11,2024-01-30
RES008647,L03-0576,T02,6.9201,pH units,AN11,2024-01-30
RES008648,L03-0576,T03,108.5185,cP,AN11,2024-01-30
RES008649,L03-0576,T04,51.55,particles/mL,AN11,2024-01-30
RES008650,L03-0576,T05,12.42,CFU/mL,AN11,2024-01-30
RES008651,L03-0577,T01,8806.64,ppm,AN13,2024-01-30
RES008652,L03-0577,T02,6.4664,pH units,AN13,2024-01-30
RES008653,L03-0577,T03,129.7737,cP,AN13,2024-01-30
RES008654,L03-0577,T04,26.08,particles/mL,AN13,2024-01-30
RES008655,L03-0577,T05,8.74,CFU/mL,AN13,2024-01-30
RES008656,L03-0578,T01,8967.6,ppm,AN14,2024-01-27
RES008657,L03-0578,T02,6.9984,pH units,AN14,2024-01-27
RES008658,L03-0578,T03,143.9534,cP,AN14,2024-01-27
RES008659,L03-0578,T04,42.73,particles/mL,AN14,2024-01-27
RES008660,L03-0578,T05,5.45,CFU/mL,AN14,2024-01-27
RES008661,L03-0579,T01,9755.13,ppm,AN13,2024-01-29
RES008662,L03-0579,T02,7.1022,pH units,AN13,2024-01-29
RES008663,L03-0579,T03,125.4361,cP,AN13,2024-01-29
RES008664,L03-0579,T04,84.14,particles/mL,AN13,2024-01-29
RES008665,L03-0579,T05,1.92,CFU/mL,AN13,2024-01-29
RES008666,L03-0580,T01,10424.09,ppm,AN13,2024-01-29
RES008667,L03-0580,T02,6.6285,pH units,AN13,2024-01-29
RES008668,L03-0580,T03,120.8339,cP,AN13,2024-01-29
