region,deal_id,rep_id,close_date,total_contract_value,currency,contract_months,product_line,deal_source,stage
APAC,967,R183,2023-09-13,53765.05,AUD,12,Core Platform,Outbound,closed_won
AMER,1985,R048,2023-09-19,36159.68,USD,12,Analytics Add-on,Outbound,prospecting
AMER,1986,R009,2023-08-13,326443.06,USD,36,Enterprise Suite,Outbound,prospecting
AMER,1987,R062,2023-08-23,132392.84,USD,24,Analytics Add-on,Outbound,closed_lost
AMER,1988,R028,2023-08-30,168940.06,USD,24,Analytics Add-on,Outbound,closed_won
EMEA,1942,R143,2023-08-02,146271.7,EUR,36,Enterprise Suite,Partner Referral,closed_won
AMER,1989,R015,2023-10-13,29447.18,USD,24,Enterprise Suite,Inbound,closed_won
EMEA,1943,R098,2023-09-18,532505.25,EUR,36,Enterprise Suite,Outbound,closed_won
EMEA,1944,R154,2023-10-22,174180.7,EUR,12,Core Platform,Partner Referral,prospecting
AMER,1990,R048,2023-08-03,364225.15,USD,24,Enterprise Suite,Outbound,closed_lost
EMEA,1945,R148,2023-09-29,163494.4,EUR,12,Analytics Add-on,Inbound,closed_won
AMER,1991,R027,2023-09-25,182409.63,USD,24,Core Platform,Outbound,closed_won
AMER,1992,R008,2023-08-06,575737.26,USD,36,Analytics Add-on,Inbound,closed_lost
EMEA,1946,R094,2023-09-08,326207.99,EUR,24,Core Platform,Outbound,prospecting
EMEA,1947,R154,2023-08-25,239642.0,GBP,24,Enterprise Suite,Outbound,closed_won
AMER,1993,R015,2023-08-16,460960.86,USD,36,Analytics Add-on,Inbound,closed_won
AMER,1994,R020,2023-10-28,139052.3,USD,24,Enterprise Suite,Inbound,closed_won
AMER,1995,R001,2023-09-06,502673.36,USD,36,Analytics Add-on,Outbound,closed_won
AMER,1996,R058,2023-08-10,184150.35,USD,12,Enterprise Suite,Inbound,closed_won
EMEA,1948,R136,2023-10-04,158378.08,EUR,12,Enterprise Suite,Outbound,closed_lost
AMER,1997,R064,2023-08-03,135021.07,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,1949,R095,2023-10-19,246336.71,EUR,24,Enterprise Suite,Inbound,closed_won
AMER,1998,R043,2023-09-10,116237.42,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,1950,R092,2023-10-03,147733.64,GBP,12,Analytics Add-on,Inbound,closed_won
EMEA,1951,R117,2023-10-23,130287.16,EUR,24,Core Platform,Outbound,closed_lost
EMEA,1952,R096,2023-08-11,86175.4,GBP,12,Analytics Add-on,Outbound,closed_won
AMER,1999,R022,2023-10-30,429211.42,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,1953,R089,2023-10-08,371333.27,USD,36,Analytics Add-on,Outbound,closed_won
APAC,968,R184,2023-10-25,530813.84,USD,36,Analytics Add-on,Inbound,closed_won
EMEA,1954,R128,2023-08-04,123578.29,EUR,24,Enterprise Suite,Partner Referral,closed_won
AMER,2000,R004,2023-08-24,351973.46,USD,36,Enterprise Suite,Partner Referral,prospecting
EMEA,1955,R106,2023-10-07,492452.6,EUR,36,Analytics Add-on,Partner Referral,closed_won
APAC,969,R169,2023-09-17,49383.2,AUD,24,Core Platform,Partner Referral,closed_won
AMER,2001,R056,2023-09-02,63928.58,USD,12,Analytics Add-on,Inbound,closed_won
AMER,2002,R055,2023-08-08,391711.99,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,1956,R145,2023-08-14,22249.16,GBP,12,Analytics Add-on,Inbound,prospecting
EMEA,1957,R131,2023-10-20,201911.24,GBP,24,Core Platform,Outbound,closed_lost
APAC,970,R165,2023-09-19,467241.5,AUD,24,Core Platform,Partner Referral,closed_won
AMER,2003,R020,2023-08-20,57739.73,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,2004,R051,2023-08-01,66311.47,CAD,12,Analytics Add-on,Inbound,closed_won
AMER,2005,R026,2023-08-05,90490.21,USD,12,Core Platform,Outbound,closed_won
APAC,971,R167,2023-10-28,62516545.29,JPY,36,Analytics Add-on,Outbound,closed_won
EMEA,1958,R086,2023-08-23,259852.9,EUR,24,Analytics Add-on,Inbound,closed_won
EMEA,1959,R148,2023-10-03,112682.16,GBP,12,Analytics Add-on,Inbound,closed_won
AMER,2006,R014,2023-10-26,93306.98,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,1960,R145,2023-08-16,132048.5,GBP,24,Core Platform,Outbound,closed_won
EMEA,1961,R136,2023-08-09,20524.97,EUR,12,Enterprise Suite,Inbound,closed_won
EMEA,1962,R160,2023-10-02,50401.41,EUR,12,Core Platform,Partner Referral,closed_won
AMER,2007,R009,2023-08-09,120679.26,USD,12,Core Platform,Outbound,closed_lost
EMEA,1963,R147,2023-10-14,72513.99,EUR,36,Enterprise Suite,Partner Referral,closed_won
EMEA,1964,R151,2023-09-13,442204.83,EUR,36,Core Platform,Inbound,closed_won
AMER,2008,R061,2023-10-02,127860.97,CAD,12,Analytics Add-on,Outbound,closed_won
EMEA,1965,R112,2023-10-06,147822.22,USD,12,Analytics Add-on,Outbound,closed_won
AMER,2009,R020,2023-09-13,284278.18,USD,36,Analytics Add-on,Inbound,prospecting
EMEA,1966,R120,2023-08-29,56466.19,EUR,24,Analytics Add-on,Outbound,closed_won
APAC,972,R194,2023-09-11,45556914.92,JPY,36,Enterprise Suite,Outbound,closed_won
EMEA,1967,R120,2023-08-19,184472.52,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,1968,R110,2023-10-18,66309.12,EUR,12,Core Platform,Outbound,closed_won
AMER,2010,R022,2023-10-27,357875.52,USD,24,Enterprise Suite,Inbound,closed_won
AMER,2011,R027,2023-08-12,330533.58,CAD,24,Analytics Add-on,Inbound,closed_lost
EMEA,1969,R095,2023-09-29,291099.04,USD,36,Core Platform,Partner Referral,closed_won
AMER,2012,R062,2023-10-21,346635.39,USD,24,Enterprise Suite,Inbound,closed_won
AMER,2013,R020,2023-08-08,187188.47,USD,36,Core Platform,Outbound,closed_won
EMEA,1970,R144,2023-10-31,370369.84,GBP,36,Core Platform,Partner Referral,closed_won
APAC,973,R193,2023-09-18,140744.78,AUD,36,Enterprise Suite,Outbound,closed_won
APAC,974,R197,2023-10-04,24422463.74,JPY,12,Enterprise Suite,Partner Referral,closed_won
AMER,2014,R009,2023-08-21,160550.51,USD,12,Core Platform,Inbound,closed_won
EMEA,1971,R089,2023-10-14,102082.05,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,1972,R092,2023-10-25,70728.47,EUR,36,Core Platform,Inbound,closed_lost
EMEA,1973,R082,2023-10-24,79598.0,GBP,12,Enterprise Suite,Partner Referral,prospecting
EMEA,1974,R133,2023-08-13,156228.27,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,1975,R086,2023-10-17,536446.14,EUR,36,Core Platform,Outbound,closed_won
EMEA,1976,R122,2023-10-04,257632.4,EUR,36,Core Platform,Partner Referral,closed_won
EMEA,1977,R153,2023-08-24,29881.65,GBP,12,Enterprise Suite,Outbound,closed_won
AMER,2015,R047,2023-10-02,39440.14,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,1978,R150,2023-10-03,280398.8,EUR,24,Core Platform,Outbound,closed_won
AMER,2016,R028,2023-08-06,178644.17,USD,12,Core Platform,Inbound,closed_won
EMEA,1979,R126,2023-10-29,188048.11,GBP,24,Analytics Add-on,Inbound,closed_won
AMER,2017,R015,2023-08-15,67270.54,CAD,24,Core Platform,Inbound,closed_won
AMER,2018,R021,2023-08-31,219672.07,CAD,36,Core Platform,Outbound,closed_won
AMER,2019,R018,2023-08-11,325100.61,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,2020,R038,2023-10-08,125629.64,USD,12,Analytics Add-on,Partner Referral,prospecting
APAC,975,R166,2023-08-27,279095.53,AUD,12,Analytics Add-on,Outbound,closed_won
EMEA,1980,R138,2023-10-11,258892.2,EUR,36,Analytics Add-on,Partner Referral,closed_lost
EMEA,1981,R112,2023-08-29,164139.68,GBP,24,Core Platform,Outbound,closed_won
APAC,976,R194,2023-09-08,49601.39,USD,24,Analytics Add-on,Outbound,closed_won
EMEA,1982,R140,2023-09-28,94434.64,EUR,36,Analytics Add-on,Outbound,closed_won
APAC,977,R187,2023-09-19,55288.21,USD,24,Core Platform,Inbound,closed_won
EMEA,1983,R144,2023-10-24,58025.16,GBP,36,Enterprise Suite,Inbound,closed_won
AMER,2021,R065,2023-09-12,243390.46,USD,24,Core Platform,Inbound,closed_won
EMEA,1984,R131,2023-10-17,136935.4,EUR,12,Enterprise Suite,Outbound,closed_won
EMEA,1985,R089,2023-08-31,37271.78,USD,36,Core Platform,Inbound,prospecting
EMEA,1986,R108,2023-08-25,322579.61,GBP,36,Analytics Add-on,Partner Referral,closed_lost
APAC,978,R183,2023-08-09,1571766.32,JPY,12,Core Platform,Outbound,closed_won
APAC,979,R195,2023-08-27,23712397.12,JPY,12,Core Platform,Partner Referral,closed_won
APAC,980,R182,2023-09-11,278793.79,AUD,36,Enterprise Suite,Inbound,closed_lost
APAC,981,R164,2023-10-16,286121.95,USD,24,Enterprise Suite,Inbound,closed_won
EMEA,1987,R101,2023-09-16,173207.28,EUR,12,Core Platform,Partner Referral,prospecting
EMEA,1988,R120,2023-10-02,22567.99,EUR,12,Analytics Add-on,Partner Referral,closed_won
AMER,2022,R063,2023-10-19,177694.47,USD,12,Core Platform,Outbound,prospecting
EMEA,1989,R124,2023-10-13,113378.58,EUR,12,Analytics Add-on,Partner Referral,prospecting
AMER,2023,R007,2023-08-29,119825.45,USD,12,Core Platform,Inbound,closed_won
APAC,982,R185,2023-08-31,399846.33,AUD,36,Core Platform,Partner Referral,closed_won
EMEA,1990,R146,2023-08-17,175446.96,EUR,12,Enterprise Suite,Inbound,prospecting
EMEA,1991,R088,2023-10-12,85085.29,USD,12,Enterprise Suite,Outbound,closed_lost
APAC,983,R166,2023-09-04,464494.25,USD,36,Analytics Add-on,Inbound,closed_won
EMEA,1992,R131,2023-08-04,25210.28,GBP,12,Core Platform,Partner Referral,closed_won
EMEA,1993,R158,2023-10-28,57857.8,GBP,12,Core Platform,Inbound,closed_won
APAC,984,R182,2023-09-11,170522.33,USD,36,Analytics Add-on,Inbound,closed_won
APAC,985,R178,2023-11-02,36477845.44,JPY,24,Enterprise Suite,Inbound,closed_won
EMEA,1994,R086,2023-11-17,24105.77,USD,12,Enterprise Suite,Inbound,closed_won
APAC,986,R197,2024-01-13,4547986.76,JPY,12,Core Platform,Inbound,closed_won
AMER,2024,R043,2024-01-19,135597.13,USD,12,Enterprise Suite,Outbound,closed_won
AMER,2025,R027,2023-12-04,106125.52,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,1995,R130,2023-11-14,107321.41,USD,24,Core Platform,Inbound,closed_won
EMEA,1996,R093,2023-12-13,36214.93,GBP,24,Enterprise Suite,Partner Referral,closed_won
EMEA,1997,R127,2024-01-31,193165.21,EUR,24,Enterprise Suite,Partner Referral,closed_won
AMER,2026,R008,2023-12-31,86599.76,CAD,24,Core Platform,Outbound,closed_lost
EMEA,1998,R114,2024-01-27,243481.83,USD,36,Analytics Add-on,Outbound,closed_won
AMER,2027,R026,2023-12-24,171392.33,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,2028,R054,2024-01-20,23828.09,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,1999,R087,2023-12-29,66919.56,EUR,36,Enterprise Suite,Partner Referral,closed_won
AMER,2029,R034,2024-01-20,25521.15,USD,24,Enterprise Suite,Outbound,closed_won
AMER,2030,R001,2023-11-02,197450.67,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,2000,R148,2023-12-07,206317.04,EUR,36,Enterprise Suite,Partner Referral,closed_won
APAC,987,R184,2024-01-22,21850461.6,JPY,24,Analytics Add-on,Outbound,closed_won
AMER,2031,R006,2023-12-26,388424.24,USD,24,Enterprise Suite,Partner Referral,closed_won
AMER,2032,R032,2024-01-07,28790.35,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,2001,R149,2024-01-02,371748.29,GBP,36,Analytics Add-on,Inbound,closed_won
AMER,2033,R059,2023-11-10,75255.38,USD,12,Analytics Add-on,Outbound,closed_won
AMER,2034,R003,2024-01-03,49645.3,USD,12,Enterprise Suite,Outbound,closed_won
AMER,2035,R014,2023-11-04,42232.06,USD,24,Core Platform,Outbound,closed_won
AMER,2036,R078,2023-11-04,264514.24,USD,24,Core Platform,Partner Referral,closed_won
APAC,988,R199,2023-12-11,128496.35,AUD,24,Analytics Add-on,Partner Referral,closed_won
AMER,2037,R080,2023-12-26,335091.44,USD,36,Enterprise Suite,Inbound,closed_lost
AMER,2038,R038,2023-12-03,211347.87,USD,24,Core Platform,Partner Referral,closed_won
APAC,989,R169,2023-12-05,8810822.88,JPY,12,Analytics Add-on,Outbound,closed_won
EMEA,2002,R096,2023-12-20,174336.3,EUR,12,Analytics Add-on,Outbound,closed_won
APAC,990,R197,2023-11-04,33233.2,USD,36,Core Platform,Outbound,closed_won
EMEA,2003,R155,2023-11-21,78778.65,EUR,36,Core Platform,Partner Referral,closed_won
EMEA,2004,R122,2023-12-17,112675.74,USD,12,Analytics Add-on,Inbound,closed_lost
APAC,991,R163,2023-11-24,483735.84,AUD,24,Core Platform,Outbound,closed_won
EMEA,2005,R119,2023-12-27,145850.17,EUR,12,Enterprise Suite,Outbound,closed_won
AMER,2039,R030,2024-01-24,182220.21,USD,36,Enterprise Suite,Inbound,closed_won
APAC,992,R170,2024-01-26,879714.97,AUD,36,Analytics Add-on,Outbound,closed_won
AMER,2040,R044,2024-01-27,289371.67,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,2006,R160,2024-01-02,187060.39,USD,36,Enterprise Suite,Partner Referral,closed_lost
AMER,2041,R026,2023-11-04,295759.21,USD,36,Enterprise Suite,Outbound,closed_won
AMER,2042,R041,2023-11-30,44900.86,CAD,24,Enterprise Suite,Inbound,closed_won
EMEA,2007,R158,2023-11-29,66434.03,EUR,24,Enterprise Suite,Inbound,closed_won
AMER,2043,R027,2024-01-27,327913.09,USD,24,Analytics Add-on,Inbound,prospecting
EMEA,2008,R145,2023-12-23,224605.71,EUR,36,Core Platform,Inbound,closed_won
AMER,2044,R037,2023-11-20,159309.59,USD,24,Enterprise Suite,Inbound,closed_won
AMER,2045,R048,2023-12-05,91404.67,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,2046,R055,2024-01-21,291305.16,USD,24,Analytics Add-on,Inbound,closed_lost
EMEA,2009,R159,2024-01-09,91452.02,USD,36,Core Platform,Partner Referral,closed_won
AMER,2047,R028,2023-11-17,54241.89,USD,24,Core Platform,Partner Referral,closed_won
APAC,993,R195,2024-01-03,31482764.63,JPY,24,Enterprise Suite,Outbound,closed_won
APAC,994,R171,2024-01-12,33152.06,USD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,2010,R132,2023-12-29,166396.1,EUR,12,Core Platform,Outbound,closed_won
AMER,2048,R055,2024-01-08,45345.41,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,2011,R123,2023-12-07,179597.42,EUR,24,Core Platform,Inbound,closed_won
EMEA,2012,R142,2023-12-01,126026.12,EUR,12,Enterprise Suite,Outbound,closed_won
AMER,2049,R026,2023-11-12,124692.8,USD,12,Analytics Add-on,Inbound,closed_won
APAC,995,R189,2023-11-06,235152.52,USD,24,Analytics Add-on,Outbound,closed_won
EMEA,2013,R103,2024-01-15,97159.77,USD,12,Core Platform,Outbound,closed_won
EMEA,2014,R112,2024-01-23,19244.87,EUR,24,Enterprise Suite,Partner Referral,closed_lost
AMER,2050,R005,2024-01-15,51054.59,USD,36,Enterprise Suite,Inbound,closed_won
APAC,996,R192,2024-01-23,106332.51,AUD,12,Core Platform,Outbound,closed_lost
AMER,2051,R072,2024-01-01,117420.27,CAD,12,Enterprise Suite,Inbound,closed_won
EMEA,2015,R096,2024-01-06,479466.16,EUR,36,Analytics Add-on,Inbound,closed_lost
EMEA,2016,R140,2023-12-24,333594.99,EUR,24,Core Platform,Outbound,closed_won
EMEA,2017,R154,2023-12-26,36344.8,GBP,24,Analytics Add-on,Outbound,closed_won
EMEA,2018,R147,2024-01-28,125783.72,GBP,24,Enterprise Suite,Partner Referral,closed_won
AMER,2052,R070,2024-01-20,130658.65,CAD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,2019,R098,2024-01-22,57515.85,EUR,12,Analytics Add-on,Outbound,prospecting
APAC,997,R196,2023-12-12,386006.02,AUD,24,Core Platform,Outbound,closed_won
AMER,2053,R025,2023-12-08,321913.51,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,2020,R125,2024-01-12,339910.08,EUR,24,Enterprise Suite,Partner Referral,closed_won
APAC,998,R189,2023-12-18,40241810.1,JPY,24,Enterprise Suite,Inbound,closed_won
EMEA,2021,R126,2023-11-17,430616.42,GBP,36,Core Platform,Inbound,closed_won
AMER,2054,R040,2024-01-28,36525.16,CAD,12,Analytics Add-on,Inbound,closed_won
APAC,999,R191,2023-12-13,20580873.52,JPY,36,Enterprise Suite,Outbound,closed_won
AMER,2055,R079,2024-01-11,397616.01,USD,24,Analytics Add-on,Outbound,closed_won
APAC,1000,R166,2024-01-17,343675.13,AUD,36,Analytics Add-on,Outbound,prospecting
APAC,1001,R192,2023-12-08,54698561.9,JPY,24,Core Platform,Partner Referral,closed_won
EMEA,2022,R112,2024-01-23,143900.1,EUR,12,Core Platform,Outbound,closed_won
AMER,2056,R003,2023-11-06,153297.98,USD,36,Core Platform,Partner Referral,closed_lost
APAC,1002,R199,2023-11-30,83165037.0,JPY,36,Analytics Add-on,Outbound,closed_won
APAC,1003,R180,2023-11-22,211907.14,AUD,12,Core Platform,Inbound,closed_won
EMEA,2023,R101,2023-12-01,298940.18,EUR,36,Enterprise Suite,Partner Referral,prospecting
AMER,2057,R074,2024-01-11,231449.9,CAD,24,Enterprise Suite,Outbound,closed_won
AMER,2058,R052,2023-12-30,11703.93,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,2024,R150,2024-01-02,369187.9,EUR,24,Enterprise Suite,Inbound,closed_won
AMER,2059,R065,2023-11-09,53534.86,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,2025,R100,2024-01-13,24204.93,USD,12,Core Platform,Partner Referral,closed_won
APAC,1004,R166,2023-11-18,171891.61,AUD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,2026,R125,2023-11-23,432253.95,USD,36,Core Platform,Partner Referral,closed_won
APAC,1005,R199,2023-11-11,22832832.91,JPY,24,Core Platform,Inbound,closed_won
AMER,2060,R003,2023-12-10,119455.93,USD,12,Analytics Add-on,Inbound,closed_won
AMER,2061,R030,2023-11-04,89324.87,USD,12,Enterprise Suite,Inbound,closed_won
EMEA,2027,R121,2023-11-09,412952.5,EUR,36,Core Platform,Outbound,closed_won
EMEA,2028,R157,2023-12-29,416827.83,GBP,36,Analytics Add-on,Outbound,closed_won
AMER,2062,R066,2023-11-17,126512.25,USD,24,Enterprise Suite,Partner Referral,closed_won
APAC,1006,R170,2023-12-09,313049.31,USD,24,Enterprise Suite,Outbound,prospecting
AMER,2063,R048,2024-01-27,41939.35,USD,36,Enterprise Suite,Outbound,closed_won
AMER,2064,R067,2023-12-04,181268.48,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,2029,R098,2024-01-25,49814.38,USD,12,Analytics Add-on,Outbound,closed_won
EMEA,2030,R104,2024-01-19,436655.51,GBP,36,Analytics Add-on,Inbound,closed_won
AMER,2065,R015,2023-11-17,58594.76,USD,12,Analytics Add-on,Inbound,closed_won
APAC,1007,R194,2023-11-14,28865205.68,JPY,12,Analytics Add-on,Inbound,closed_won
AMER,2066,R035,2023-12-16,334031.91,USD,24,Core Platform,Outbound,closed_won
EMEA,2031,R132,2024-01-07,156520.54,GBP,24,Analytics Add-on,Inbound,closed_won
AMER,2067,R068,2023-11-20,208557.75,USD,24,Analytics Add-on,Inbound,closed_won
AMER,2068,R041,2023-12-15,162292.02,USD,24,Core Platform,Inbound,closed_won
EMEA,2032,R107,2024-01-16,76422.94,EUR,12,Core Platform,Partner Referral,closed_lost
EMEA,2033,R092,2023-12-29,343420.19,EUR,24,Analytics Add-on,Partner Referral,closed_won
EMEA,2034,R143,2023-11-12,168291.0,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,2035,R134,2023-11-07,61168.66,GBP,12,Analytics Add-on,Inbound,closed_won
EMEA,2036,R120,2023-11-14,106314.79,EUR,24,Analytics Add-on,Inbound,closed_won
EMEA,2037,R126,2024-01-30,108413.02,USD,12,Core Platform,Partner Referral,closed_won
APAC,1008,R198,2024-01-30,32272978.55,JPY,24,Analytics Add-on,Partner Referral,closed_won
AMER,2069,R015,2024-01-05,145710.14,USD,12,Core Platform,Outbound,closed_won
EMEA,2038,R108,2023-11-14,47645.3,GBP,24,Enterprise Suite,Outbound,closed_won
AMER,2070,R059,2023-12-01,12588.56,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,2039,R082,2023-11-01,178966.64,EUR,24,Analytics Add-on,Outbound,closed_won
EMEA,2040,R109,2023-12-06,45779.47,GBP,12,Analytics Add-on,Partner Referral,closed_won
EMEA,2041,R104,2023-11-15,181897.74,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,2042,R134,2024-01-16,28592.06,GBP,36,Analytics Add-on,Inbound,closed_won
EMEA,2043,R091,2024-01-31,172967.69,USD,12,Core Platform,Inbound,closed_won
AMER,2071,R053,2024-01-15,42947.78,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,2044,R131,2024-01-20,86564.44,EUR,24,Core Platform,Inbound,closed_won
APAC,1009,R192,2024-01-19,475631.99,AUD,24,Core Platform,Inbound,closed_won
EMEA,2045,R143,2024-01-10,29760.34,GBP,12,Analytics Add-on,Outbound,closed_won
EMEA,2046,R117,2023-11-12,342214.1,EUR,24,Analytics Add-on,Partner Referral,closed_won
APAC,1010,R177,2023-11-04,578378.14,USD,36,Core Platform,Partner Referral,prospecting
AMER,2072,R053,2023-11-03,45688.53,USD,12,Enterprise Suite,Partner Referral,closed_won
AMER,2073,R026,2023-11-12,148964.01,USD,12,Enterprise Suite,Inbound,closed_lost
APAC,1011,R196,2024-01-23,11426702.77,JPY,12,Analytics Add-on,Inbound,closed_won
APAC,1012,R184,2024-01-15,97540.51,USD,24,Core Platform,Inbound,closed_won
EMEA,2047,R100,2023-11-27,175573.17,EUR,12,Enterprise Suite,Inbound,closed_won
EMEA,2048,R154,2024-01-20,107712.1,EUR,24,Analytics Add-on,Inbound,closed_won
EMEA,2049,R135,2023-11-19,152431.43,EUR,12,Core Platform,Partner Referral,closed_won
AMER,2074,R044,2023-11-07,125661.67,USD,12,Analytics Add-on,Outbound,closed_won
APAC,1013,R161,2023-12-09,6739823.97,JPY,12,Enterprise Suite,Partner Referral,closed_won
EMEA,2050,R151,2023-11-07,141528.37,GBP,12,Enterprise Suite,Partner Referral,closed_won
AMER,2075,R013,2023-12-05,81676.23,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,2051,R093,2023-11-11,137582.12,GBP,12,Analytics Add-on,Outbound,closed_won
EMEA,2052,R081,2023-11-16,488525.34,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,2053,R159,2024-01-04,182953.57,EUR,12,Enterprise Suite,Inbound,closed_won
AMER,2076,R002,2023-11-25,39893.08,USD,12,Analytics Add-on,Partner Referral,closed_lost
EMEA,2054,R155,2023-12-17,465676.33,EUR,36,Core Platform,Partner Referral,closed_won
AMER,2077,R064,2023-12-23,319259.45,CAD,24,Core Platform,Inbound,closed_won
EMEA,2055,R147,2023-11-09,75948.33,EUR,12,Analytics Add-on,Outbound,closed_won
EMEA,2056,R102,2023-12-23,30677.11,GBP,24,Core Platform,Inbound,closed_won
EMEA,2057,R086,2023-12-30,201937.1,USD,24,Enterprise Suite,Outbound,closed_won
